Kira,Alan,Oda Sayısı,Banyo Sayısı,Bina Yaşı,Isıtma Tipi,Balkon Durumu,Eşya Durumu,Site İçerisinde
3000,100,2+1,1,5-10,Kombi Doğalgaz,Var,Boş,Hayır
7500,125,3+1,1,21 Ve Üzeri,Kombi Doğalgaz,Yok,Boş,Hayır
2600,100,3+1,2,2,Kombi Doğalgaz,Var,Boş,Hayır
5300,145,3+1,1,11-15,Kombi Doğalgaz,Var,Eşyalı,Evet
3000,120,2+1,1,11-15,Kombi Doğalgaz,Yok,Boş,Hayır
2750,110,3+1,1,4,Kombi Doğalgaz,Yok,Boş,Hayır
6000,130,3+1,4,4,Kombi Doğalgaz,Yok,Eşyalı,Hayır
3760,120,3+1,1,5-10,Kombi Doğalgaz,Yok,Eşyalı,Hayır
4000,63,1+1,1,4,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
6000,95,3+1,2,2,Merkezi (Pay Ölçer),Var,Boş,Evet
5000,75,2+1,1,5-10,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
3500,140,3+1,2,11-15,Kombi Doğalgaz,Var,Boş,Evet
4000,75,1+1,1,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
5000,89,2+1,1,4,Merkezi (Pay Ölçer),Yok,Boş,Evet
8000,285,5+2,3,5-10,Kombi Doğalgaz,Var,Boş,Evet
3500,60,1+1,1,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
3300,55,1+1,1,2,Merkezi (Pay Ölçer),Yok,Boş,Evet
3500,43,1+1,1,2,Merkezi (Pay Ölçer),Var,Boş,Evet
4500,55,1+1,1,5-10,Merkezi Doğalgaz,Yok,Eşyalı,Hayır
3000,130,2+1,2,4,Kombi Doğalgaz,Var,Boş,Hayır
4500,98,2+1,2,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
3500,122,2+1,2,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
4500,98,2+1,2,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
4249,101,2+1,2,4,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
2800,32,Stüdyo,1,4,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
3500,64,1+1,1,5-10,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
4900,90,2+1,1,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
2500,51,1+1,1,5-10,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
3000,64,1+1,1,5-10,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
2500,76,1+1,1,4,Merkezi (Pay Ölçer),Yok,Boş,Hayır
4300,80,2+1,1,4,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
11000,145,3+1,2,3,Merkezi (Pay Ölçer),Var,Eşyalı,Evet
2500,110,2+1,2,0 (Yeni),Kombi Doğalgaz,Yok,Boş,Hayır
3000,50,1+1,1,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
5000,130,2+1,2,4,Merkezi Doğalgaz,Var,Eşyalı,Evet
3000,140,3+2,2,5-10,Kombi Doğalgaz,Var,Boş,Hayır
3000,90,2+1,2,5-10,Kombi Doğalgaz,Yok,Boş,Evet
2250,110,2+1,1,5-10,Kombi Doğalgaz,Var,Boş,Hayır
2000,90,2+1,1,5-10,Kombi Doğalgaz,Var,Boş,Hayır
5000,160,3+1,2,5-10,Merkezi (Pay Ölçer),Yok,Boş,Hayır
3500,57,1+1,1,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
5000,70,1+1,1,0 (Yeni),Merkezi (Pay Ölçer),Var,Boş,Hayır
