Kira,Alan,Oda Sayısı,Banyo Sayısı,Bina Yaşı,Isıtma Tipi,Balkon Durumu,Eşya Durumu,Site İçerisinde
6250,104,2+1,1,5-10,Merkezi Doğalgaz,Var,Boş,Evet
7000,100,3+1,1,4,Merkezi Doğalgaz,Yok,Boş,Evet
3450,100,2+1,1,4,Kombi Doğalgaz,Var,Boş,Hayır
6000,200,5+1,2,5-10,Kombi Doğalgaz,Yok,Boş,Hayır
4000,125,3+1,2,5-10,Kombi Doğalgaz,Yok,Boş,Hayır
3700,45,1+1,1,11-15,Kombi Doğalgaz,Var,Boş,Evet
2250,75,2+1,1,11-15,Kombi Doğalgaz,Var,Boş,Hayır
5000,90,1+1,1,11-15,Yerden Isıtma,Yok,Boş,Hayır
4000,80,2+1,1,0 (Yeni),Kombi Doğalgaz,Var,Boş,Hayır
5000,85,2+1,2,11-15,Kombi Doğalgaz,Var,Boş,Hayır
3650,47,1+1,1,21 Ve Üzeri,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
8500,110,3+1,1,11-15,Kombi Doğalgaz,Yok,Eşyalı,Hayır
3500,118,3+1,1,21 Ve Üzeri,Isıtma Yok,Var,Boş,Hayır
3000,36,Stüdyo,1,5-10,Merkezi (Pay Ölçer),Yok,Boş,Hayır
4500,65,1+1,1,5-10,Merkezi (Pay Ölçer),Yok,Boş,Hayır
7000,160,3+1,2,5-10,Merkezi (Pay Ölçer),Yok,Boş,Hayır
5000,65,1+1,1,2,Kombi Doğalgaz,Var,Boş,Evet
4100,87,2+1,1,21 Ve Üzeri,Merkezi (Pay Ölçer),Yok,Boş,Hayır
5000,135,3+1,1,11-15,Kombi Doğalgaz,Yok,Boş,Hayır
4750,53,1+1,1,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
2650,90,2+1,1,11-15,Sobalı,Yok,Eşyalı,Hayır
5750,175,4+1,2,5-10,Kombi Doğalgaz,Var,Boş,Hayır
5750,175,4+1,2,5-10,Kombi Doğalgaz,Var,Boş,Hayır
5000,55,1+1,1,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
4250,54,1+1,1,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
6500,110,2+1,1,4,Merkezi (Pay Ölçer),Yok,Boş,Hayır
4500,55,1+1,1,5-10,Merkezi (Pay Ölçer),Yok,Eşyalı,Evet
6000,83,2+1,2,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
3500,50,1+1,1,5-10,Merkezi (Pay Ölçer),Yok,Boş,Hayır
5000,45,1+1,1,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
3000,165,1 Oda,1,11-15,Sobalı,Yok,Boş,Hayır
4250,68,1+1,1,5-10,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
2000,50,1 Oda,1,2,Kombi Doğalgaz,Yok,Eşyalı,Hayır
7000,150,2+2,2,4,Kombi Doğalgaz,Yok,Boş,Hayır
2750,130,3+1,1,11-15,Kombi Doğalgaz,Yok,Boş,Hayır
20000,250,5+1,4,4,Merkezi (Pay Ölçer),Yok,Boş,Hayır
10000,75,2+1,1,2,Merkezi Doğalgaz,Yok,Boş,Hayır
7000,150,2+2,2,4,Kombi Doğalgaz,Var,Boş,Hayır
4000,110,3+1,1,21 Ve Üzeri,Kombi Doğalgaz,Yok,Eşyalı,Hayır
4700,53,1+1,1,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
3000,80,2+1,2,0 (Yeni),Kombi Doğalgaz,Var,Boş,Hayır
6800,100,2+1,2,0 (Yeni),Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
5000,115,3+1,1,21 Ve Üzeri,Kombi Doğalgaz,Yok,Eşyalı,Evet
5500,110,3+1,1,11-15,Kombi Doğalgaz,Yok,Boş,Hayır
4500,50,Stüdyo,1,1,Merkezi (Pay Ölçer),Var,Eşyalı,Evet
4750,107,2+1,2,1,Merkezi (Pay Ölçer),Yok,Boş,Hayır
6500,91,2+1,2,0 (Yeni),Merkezi Doğalgaz,Var,Boş,Evet
3500,74,1+1,1,1,Merkezi (Pay Ölçer),Yok,Boş,Hayır
3000,45,1+1,1,1,Merkezi (Pay Ölçer),Yok,Boş,Hayır
3200,110,2+1,1,21 Ve Üzeri,Kombi Doğalgaz,Var,Boş,Hayır
4500,115,3+1,1,16-20,Kombi Doğalgaz,Var,Boş,Hayır
8500,110,3+1,1,0 (Yeni),Kombi Doğalgaz,Yok,Boş,Hayır
5500,115,3+1,1,11-15,Kombi Doğalgaz,Var,Eşyalı,Hayır
6000,250,5+2,2,21 Ve Üzeri,Kombi Doğalgaz,Var,Boş,Hayır
4500,120,3+1,1,11-15,Kombi Doğalgaz,Var,Boş,Hayır
4250,43,1+1,1,5-10,Merkezi (Pay Ölçer),Var,Boş,Evet
3500,57,1+1,1,11-15,Merkezi (Pay Ölçer),Var,Eşyalı,Evet
4000,60,1+1,1,5-10,Merkezi (Pay Ölçer),Yok,Boş,Hayır
3800,120,2+2,2,4,Kombi Doğalgaz,Var,Boş,Hayır
5450,130,3+1,2,11-15,Merkezi (Pay Ölçer),Yok,Boş,Hayır
2800,60,2+1,1,0 (Yeni),Kombi Doğalgaz,Yok,Boş,Hayır
5000,190,4+2,2,5-10,Kombi Doğalgaz,Yok,Boş,Hayır
9000,120,3+1,2,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
3800,75,1+1,1,5-10,Kombi Doğalgaz,Yok,Boş,Hayır
5100,82,2+1,2,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
5300,77,2+1,2,1,Merkezi (Pay Ölçer),Yok,Boş,Hayır
5500,160,3+1,2,21 Ve Üzeri,Kombi Doğalgaz,Var,Boş,Hayır
4000,83,1+1,1,5-10,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
9000,110,2+1,2,3,Merkezi (Pay Ölçer),Yok,Boş,Hayır
1700,80,2+1,1,11-15,Kombi Doğalgaz,Var,Boş,Hayır
5250,92,2+1,2,2,Merkezi (Pay Ölçer),Yok,Boş,Hayır
4500,97,2+1,2,2,Merkezi (Pay Ölçer),Yok,Boş,Hayır
6500,100,2+1,2,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
3500,55,1+1,1,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
11000,125,3+1,2,5-10,Merkezi (Pay Ölçer),Yok,Boş,Evet
2750,90,2+1,1,0 (Yeni),Kombi Doğalgaz,Yok,Boş,Hayır
